trade_id,window,day,signal_timestamp,signal_timestamp_seconds,entry_timestamp,entry_timestamp_seconds,exit_timestamp,exit_timestamp_seconds,direction,side,position,notional,entry_price,exit_price,prediction,gross_return,gross_pnl,entry_cost,exit_cost,transaction_cost,net_return,net_pnl
W3-D81-T00015,W3,81,04:14:58,15298,04:14:58,15298,04:19:58,15598,1,LONG,1.0,1.0,100.26968023629124,100.2969693078207,4.063227968277076e-06,0.00027215676229497276,0.00027215676229497276,0.0005,0.0005,0.001,-0.0007278432377050273,-0.0007278432377050273
W3-D81-T00016,W3,81,04:19:58,15598,04:19:58,15598,04:24:58,15898,1,LONG,1.0,1.0,100.2969693078207,100.30178502632592,4.063227968277076e-06,4.8014596437440105e-05,4.8014596437440105e-05,0.0005,0.0005,0.001,-0.0009519854035625599,-0.0009519854035625599
W3-D81-T00017,W3,81,04:24:58,15898,04:24:58,15898,04:29:58,16198,1,LONG,1.0,1.0,100.30178502632592,100.2817676897393,4.063227968277076e-06,-0.00019957109019907993,-0.00019957109019907993,0.0005,0.0005,0.001,-0.00119957109019908,-0.00119957109019908
W3-D81-T00018,W3,81,04:29:58,16198,04:29:58,16198,04:34:58,16498,1,LONG,1.0,1.0,100.2817676897393,100.3098112238346,4.063227968277076e-06,0.0002796473849768777,0.0002796473849768777,0.0005,0.0005,0.001,-0.0007203526150231223,-0.0007203526150231223
W3-D81-T00019,W3,81,04:34:58,16498,04:34:58,16498,04:39:58,16798,1,LONG,1.0,1.0,100.3098112238346,100.3049955053294,4.063227968277076e-06,-4.800844948704697e-05,-4.800844948704697e-05,0.0005,0.0005,0.001,-0.001048008449487047,-0.001048008449487047
W3-D81-T00020,W3,81,04:39:58,16798,04:39:58,16798,04:44:58,17098,1,LONG,1.0,1.0,100.3049955053294,100.28698471811992,4.063227968277076e-06,-0.00017956022148990503,-0.00017956022148990503,0.0005,0.0005,0.001,-0.001179560221489905,-0.001179560221489905
W3-D81-T00021,W3,81,04:44:58,17098,04:44:58,17098,04:49:58,17398,1,LONG,1.0,1.0,100.28698471811992,100.29054834981378,4.063227968277076e-06,3.553433881631207e-05,3.553433881631207e-05,0.0005,0.0005,0.001,-0.000964465661183688,-0.000964465661183688
W3-D81-T00022,W3,81,04:49:58,17398,04:49:58,17398,04:54:58,17698,1,LONG,1.0,1.0,100.29054834981378,100.30098240657506,4.063227968277076e-06,0.00010403828608951393,0.00010403828608951393,0.0005,0.0005,0.001,-0.0008959617139104861,-0.0008959617139104861
W3-D81-T00023,W3,81,04:54:58,17698,04:54:58,17698,04:59:58,17998,1,LONG,1.0,1.0,100.30098240657506,100.33710029536404,4.063227968277076e-06,0.00036009506509682154,0.00036009506509682154,0.0005,0.0005,0.001,-0.0006399049349031785,-0.0006399049349031785
W3-D81-T00024,W3,81,04:59:58,17998,04:59:58,17998,05:04:58,18298,1,LONG,1.0,1.0,100.33710029536404,100.3468440991396,4.063227968277076e-06,9.711067737527834e-05,9.711067737527834e-05,0.0005,0.0005,0.001,-0.0009028893226247217,-0.0009028893226247217
W3-D81-T00025,W3,81,05:04:58,18298,05:04:58,18298,05:09:58,18598,1,LONG,1.0,1.0,100.3468440991396,100.33228457685884,4.063227968277076e-06,-0.00014509197983725297,-0.00014509197983725297,0.0005,0.0005,0.001,-0.001145091979837253,-0.001145091979837253
W3-D81-T00026,W3,81,05:09:58,18598,05:09:58,18598,05:14:58,18898,1,LONG,1.0,1.0,100.33228457685884,100.33711634775908,4.063227968277076e-06,4.815768843124957e-05,4.815768843124957e-05,0.0005,0.0005,0.001,-0.0009518423115687505,-0.0009518423115687505
W3-D81-T00027,W3,81,05:14:58,18898,05:14:58,18898,05:19:58,19198,1,LONG,1.0,1.0,100.33711634775908,100.32506099910104,4.063227968277076e-06,-0.00012014844652552537,-0.00012014844652552537,0.0005,0.0005,0.001,-0.0011201484465255254,-0.0011201484465255254
W3-D81-T00028,W3,81,05:19:58,19198,05:19:58,19198,05:24:58,19498,1,LONG,1.0,1.0,100.32506099910104,100.3387055348658,4.063227968277076e-06,0.00013600326407847696,0.00013600326407847696,0.0005,0.0005,0.001,-0.0008639967359215231,-0.0008639967359215231
W3-D81-T00029,W3,81,05:24:58,19498,05:24:58,19498,05:29:58,19798,-1,SHORT,-1.0,1.0,100.3387055348658,100.33228457685884,-5.0593859362689304e-06,6.399283280289492e-05,6.399283280289492e-05,0.0005,0.0005,0.001,-0.0009360071671971051,-0.0009360071671971051
W3-D81-T00030,W3,81,05:29:58,19798,05:29:58,19798,05:34:58,20098,-1,SHORT,-1.0,1.0,100.33228457685884,100.32666623860278,-5.0593859362689304e-06,5.599731212890813e-05,5.599731212890813e-05,0.0005,0.0005,0.001,-0.0009440026878710919,-0.0009440026878710919
W3-D81-T00031,W3,81,05:34:58,20098,05:34:58,20098,05:39:58,20398,-1,SHORT,-1.0,1.0,100.32666623860278,100.29135096956465,-5.0593859362689304e-06,0.0003520028160224342,0.0003520028160224342,0.0005,0.0005,0.001,-0.0006479971839775658,-0.0006479971839775658
W3-D81-T00032,W3,81,05:39:58,20398,05:39:58,20398,05:44:58,20698,-1,SHORT,-1.0,1.0,100.29135096956465,100.30178502632592,-5.0593859362689304e-06,-0.00010403745348330773,-0.00010403745348330773,0.0005,0.0005,0.001,-0.0011040374534833077,-0.0011040374534833077
W3-D81-T00033,W3,81,05:44:58,20698,05:44:58,20698,05:49:58,20998,1,LONG,1.0,1.0,100.30178502632592,100.28252215230512,1.9106644089853863e-06,-0.00019204916458603893,-0.00019204916458603893,0.0005,0.0005,0.001,-0.001192049164586039,-0.001192049164586039
W3-D81-T00034,W3,81,05:49:58,20998,05:49:58,20998,05:54:58,21298,1,LONG,1.0,1.0,100.28252215230512,100.28412739180683,1.9106644089853863e-06,1.6007171212528704e-05,1.6007171212528704e-05,0.0005,0.0005,0.001,-0.0009839928287874713,-0.0009839928287874713
W3-D81-T00035,W3,81,05:54:58,21298,05:54:58,21298,05:59:58,21598,-1,SHORT,-1.0,1.0,100.28412739180683,100.26646975728778,-7.211949495560619e-06,0.0001760760648598092,0.0001760760648598092,0.0005,0.0005,0.001,-0.0008239239351401908,-0.0008239239351401908
W3-D81-T00036,W3,81,05:59:58,21598,05:59:58,21598,06:04:58,21898,-1,SHORT,-1.0,1.0,100.26646975728778,100.2630666495441,-1.60589448050513e-05,3.3940635906670735e-05,3.3940635906670735e-05,0.0005,0.0005,0.001,-0.0009660593640933293,-0.0009660593640933293
W3-D81-T00037,W3,81,06:04:58,21898,06:04:58,21898,06:09:58,22198,-1,SHORT,-1.0,1.0,100.2630666495441,100.27128547579298,-1.60589448050513e-05,-8.197261986420123e-05,-8.197261986420123e-05,0.0005,0.0005,0.001,-0.0010819726198642013,-0.0010819726198642013
W3-D81-T00038,W3,81,06:09:58,22198,06:09:58,22198,06:14:58,22498,-1,SHORT,-1.0,1.0,100.27128547579298,100.2207525362784,-1.60589448050513e-05,0.0005039622188426351,0.0005039622188426351,0.0005,0.0005,0.001,-0.0004960377811573649,-0.0004960377811573649
W3-D81-T00039,W3,81,06:14:58,22498,06:14:58,22498,06:19:58,22798,-1,SHORT,-1.0,1.0,100.2207525362784,100.24961474251955,-0.00016616256429418852,-0.00028798632529425383,-0.00028798632529425383,0.0005,0.0005,0.001,-0.0012879863252942539,-0.0012879863252942539
W3-D81-T00040,W3,81,06:19:58,22798,06:19:58,22798,06:24:58,23098,-1,SHORT,-1.0,1.0,100.24961474251955,100.27289071529472,-0.00016328750217361633,-0.00023218017181370065,-0.00023218017181370065,0.0005,0.0005,0.001,-0.0012321801718137007,-0.0012321801718137007
W3-D82-T00000,W3,82,02:59:58,10798,02:59:58,10798,03:04:58,11098,-1,SHORT,-1.0,1.0,100.18606678288856,100.27992155022127,-6.936330900505285e-06,-0.0009368045911624101,-0.0009368045911624101,0.0005,0.0005,0.001,-0.0019368045911624101,-0.0019368045911624101
W3-D82-T00001,W3,82,03:04:58,11098,03:04:58,11098,03:09:58,11398,1,LONG,1.0,1.0,100.27992155022127,100.26822113450451,1.9106644089853863e-06,-0.00011667755155653214,-0.00011667755155653214,0.0005,0.0005,0.001,-0.0011166775515565322,-0.0011166775515565322
W3-D82-T00002,W3,82,03:09:58,11398,03:09:58,11398,03:14:58,11698,1,LONG,1.0,1.0,100.26822113450451,100.26820437173129,1.9106644089853863e-06,-1.6717932205256858e-07,-1.6717932205256858e-07,0.0005,0.0005,0.001,-0.0010001671793220526,-0.0010001671793220526
W3-D82-T00003,W3,82,03:14:58,11698,03:14:58,11698,03:19:58,11998,1,LONG,1.0,1.0,100.26820437173129,100.27910017433288,1.9106644089853863e-06,0.00010866657750452369,0.00010866657750452369,0.0005,0.0005,0.001,-0.0008913334224954763,-0.0008913334224954763
W3-D82-T00004,W3,82,03:19:58,11998,03:19:58,11998,03:24:58,12298,1,LONG,1.0,1.0,100.27910017433288,100.28915783827276,4.063227968277076e-06,0.00010029671110323157,0.00010029671110323157,0.0005,0.0005,0.001,-0.0008997032888967684,-0.0008997032888967684
W3-D82-T00005,W3,82,03:24:58,12298,03:24:58,12298,03:29:58,12598,1,LONG,1.0,1.0,100.28915783827276,100.24641276652812,4.063227968277076e-06,-0.00042621827389921485,-0.00042621827389921485,0.0005,0.0005,0.001,-0.0014262182738992149,-0.0014262182738992149
W3-D82-T00006,W3,82,03:29:58,12598,03:29:58,12598,03:34:58,12898,1,LONG,1.0,1.0,100.24641276652812,100.26652809440796,4.063227968277076e-06,0.0002006588298244516,0.0002006588298244516,0.0005,0.0005,0.001,-0.0007993411701755484,-0.0007993411701755484
W3-D82-T00007,W3,82,03:34:58,12898,03:34:58,12898,03:39:58,13198,1,LONG,1.0,1.0,100.26652809440796,100.26652809440796,4.063227968277076e-06,0.0,0.0,0.0005,0.0005,0.001,-0.001,-0.001
W3-D82-T00008,W3,82,03:39:58,13198,03:39:58,13198,03:44:58,13498,1,LONG,1.0,1.0,100.26652809440796,100.2866434222878,4.063227968277076e-06,0.00020061857393627314,0.00020061857393627314,0.0005,0.0005,0.001,-0.0007993814260637269,-0.0007993814260637269
W3-D82-T00009,W3,82,03:44:58,13498,03:44:58,13498,03:49:58,13798,1,LONG,1.0,1.0,100.2866434222878,100.261499262438,4.063227968277076e-06,-0.00025072291774608235,-0.00025072291774608235,0.0005,0.0005,0.001,-0.0012507229177460824,-0.0012507229177460824
W3-D82-T00010,W3,82,03:49:58,13798,03:49:58,13798,03:54:58,14098,1,LONG,1.0,1.0,100.261499262438,100.26146573689154,4.063227968277076e-06,-3.3438106050720506e-07,-3.3438106050720506e-07,0.0005,0.0005,0.001,-0.0010003343810605072,-0.0010003343810605072
W3-D82-T00011,W3,82,03:54:58,14098,03:54:58,14098,03:59:58,14398,1,LONG,1.0,1.0,100.26146573689154,100.28329086764116,4.063227968277076e-06,0.00021768214327622104,0.00021768214327622104,0.0005,0.0005,0.001,-0.000782317856723779,-0.000782317856723779
W3-D82-T00012,W3,82,03:59:58,14398,03:59:58,14398,04:04:58,14698,1,LONG,1.0,1.0,100.28329086764116,100.31679965133432,4.063227968277076e-06,0.00033414124529862477,0.00033414124529862477,0.0005,0.0005,0.001,-0.0006658587547013753,-0.0006658587547013753
W3-D82-T00013,W3,82,04:04:58,14698,04:04:58,14698,04:09:58,14998,1,LONG,1.0,1.0,100.31679965133432,100.38219122971708,4.063227968277076e-06,0.0006518507230097725,0.0006518507230097725,0.0005,0.0005,0.001,-0.0003481492769902275,-0.0003481492769902275
W3-D82-T00014,W3,82,04:09:58,14998,04:09:58,14998,04:14:58,15298,1,LONG,1.0,1.0,100.38219122971708,100.40565911224355,1.8610145323300292e-05,0.0002337853182818872,0.0002337853182818872,0.0005,0.0005,0.001,-0.0007662146817181128,-0.0007662146817181128
